1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505047.645427 screen_write_collect_trim: 0x5ff2b0642320 14-14 before 15-21
1776505047.645429 screen_write_collect_end: 7 ~/Decap (at 15,0)
1776505047.645431 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645433 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645435 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645436 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645438 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645440 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645442 utf8_from_data: (1 1 ~) -> 4100007e
1776505047.645444 input_csi_dispatch: 'm' "" "00"
1776505047.645445 parameter 0: number 0
1776505047.645447 screen_write_collect_trim: 0x5ff2b0646df0 0-13 before 22-23
1776505047.645449 screen_write_collect_trim: 0x5ff2b0642320 14-14 before 22-23
1776505047.645451 screen_write_collect_trim: 0x5ff2b0644f00 15-21 before 22-23
1776505047.645453 screen_write_collect_end: 2 $  (at 22,0)
1776505047.645455 utf8_from_data: (1 1 $) -> 41000024
1776505047.645457 utf8_from_data: (1 1 $) -> 41000024
1776505047.645468 /dev/tty1: \033[32m
1776505047.645470 /dev/tty1: \033[1m
1776505047.645472 /dev/tty1: minji@cmsminji
1776505047.645475 /dev/tty1: \033[m\017
1776505047.645476 /dev/tty1: :
1776505047.645479 /dev/tty1: \033[34m
1776505047.645480 /dev/tty1: \033[1m
1776505047.645482 /dev/tty1: ~/Decap
1776505047.645483 /dev/tty1: \033[m\017
1776505047.645485 /dev/tty1: $ 
1776505047.645487 screen_write_collect_flush: flushed 4 items (screen_write_stop)
1776505047.645492 cmdq_next <global>: empty
1776505047.645495 cmdq_next </dev/tty1>: empty
1776505047.645499 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505047.645598 server_client_reset_state: cursor to 24,0
1776505047.645609 /dev/tty1: current mode CURSOR,WRAP
1776505047.645612 /dev/tty1: setting mode CURSOR,WRAP,BRACKETPASTE
1776505047.645616 server_client_check_pane_buffer: %0 has 58 minimum (of 58) bytes used
1776505047.645620 server_client_check_pane_buffer: pane %0 is on
1776505047.645625 @0 active pane changed
1776505047.645628 @0 name timer queued (447130 left)
1776505047.645696 /dev/tty1: wrote 50 bytes (of 50)
1776505047.645699 cmdq_next <global>: empty
1776505047.645701 cmdq_next </dev/tty1>: empty
1776505047.645703 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505047.645705 server_client_reset_state: cursor to 24,0
1776505047.645707 server_client_check_pane_buffer: pane %0 is on
1776505047.645709 @0 active pane changed
1776505047.645711 @0 name timer already queued (447046 left)
1776505047.655927 cmdq_next <global>: empty
1776505047.655949 cmdq_next </dev/tty1>: empty
1776505047.655954 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505047.655958 server_client_reset_state: cursor to 24,0
1776505047.655962 server_client_check_pane_buffer: pane %0 is on
1776505047.655965 @0 active pane changed
1776505047.655968 @0 name timer already queued (436790 left)
1776505048.093718 @0 name timer expired
1776505048.093776 cmdq_next <global>: empty
1776505048.093782 cmdq_next </dev/tty1>: empty
1776505048.093792 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505048.093799 server_client_reset_state: cursor to 24,0
1776505048.093809 server_client_check_pane_buffer: pane %0 is on
1776505048.093818 @0 active pane changed
1776505048.093826 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1776505048.093834 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1776505048.093841 format_replace: condition is: pane_in_mode
1776505048.093852 format_replace: condition 'pane_in_mode' found: 0
1776505048.093855 format_replace: condition 'pane_in_mode' is false
1776505048.093859 format_expand1: expanding format: #{pane_current_command}
1776505048.093861 format_expand1: found #{}: pane_current_command
1776505048.093967 format_replace: format 'pane_current_command' found: bash
1776505048.093970 format_replace: replaced 'pane_current_command' with 'bash'
1776505048.093973 format_expand1: result is: bash
1776505048.093976 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'bash'
1776505048.093979 format_expand1: found #{}: ?pane_dead,[dead],
1776505048.093981 format_replace: condition is: pane_dead
1776505048.093986 format_replace: condition 'pane_dead' found: 0
1776505048.093988 format_replace: condition 'pane_dead' is false
1776505048.093991 format_replace: replaced '?pane_dead,[dead],' with ''
1776505048.093993 format_expand1: result is: bash
1776505048.093996 @0 name not changed (still bash)
1776505052.491684 /dev/tty1: start timer fired
1776505052.491726 cmdq_next <global>: empty
1776505052.491733 cmdq_next </dev/tty1>: empty
1776505052.491746 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.491752 server_client_reset_state: cursor to 24,0
1776505052.491762 server_client_check_pane_buffer: pane %0 is on
1776505052.491770 @0 active pane not changed
1776505052.932921 /dev/tty1: read 1 bytes (already 0)
1776505052.933115 /dev/tty1: keys are 1 (\003)
1776505052.933125 /dev/tty1: next key is 1 (\003) (expired=0)
1776505052.933130 /dev/tty1: complete key \003 0x3
1776505052.933146 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b064b9d0]
1776505052.933154 cmdq_next <global>: empty
1776505052.933157 cmdq_next </dev/tty1>: enter
1776505052.933163 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b064b9d0] (1), flags 0
1776505052.933169 session $0 0 activity 1776505052.933166 (last 1776505047.592375)
1776505052.933177 cmd_find_from_client: s=$0 0
1776505052.933181 cmd_find_from_client: wl=0 1 w=@0 bash
1776505052.933220 cmd_find_from_client: wp=%0
1776505052.933222 cmd_find_from_client: idx=none
1776505052.933227 session 0 not pasting
1776505052.933231 key table root (pane %0)
1776505052.933236 key table root (pane %0)
1776505052.933237 not found in key table root
1776505052.933243 writing key 0x3 (C-c) to %0
1776505052.933246 input_key: \003
1776505052.933259 unref client 0x5ff2b06614a0 (2 references)
1776505052.933261 cmdq_next </dev/tty1>: exit (empty)
1776505052.933263 cmdq_next <global>: empty
1776505052.933264 cmdq_next </dev/tty1>: empty
1776505052.933270 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.933274 server_client_reset_state: cursor to 24,0
1776505052.933280 server_client_check_pane_buffer: pane %0 is on
1776505052.933285 @0 active pane not changed
1776505052.933642 cmdq_next <global>: empty
1776505052.933658 cmdq_next </dev/tty1>: empty
1776505052.933663 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.933667 server_client_reset_state: cursor to 24,0
1776505052.933671 server_client_check_pane_buffer: pane %0 is on
1776505052.933674 @0 active pane not changed
1776505052.939253 %0 has 88 bytes
1776505052.939335 @0 alerts timer reset 0
1776505052.939350 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505052.939357 input_parse_buffer: %0 ground, 88 bytes: ^C\033[?2004l\r\033[?2004h\033[?2004l\r\r\n\033[?2004h\033[01;32mminji@cmsminji\033[00m:\033[01;34m~/Decap\033[00m$ 
1776505052.939365 screen_write_collect_end: 2 ^C (at 24,0)
1776505052.939372 utf8_from_data: (1 1 ^) -> 4100005e
1776505052.939377 utf8_from_data: (1 1 ^) -> 4100005e
1776505052.939386 input_csi_dispatch: 'l' "?" "2004"
1776505052.939391 parameter 0: number 2004
1776505052.939396 screen_write_mode_clear: BRACKETPASTE
1776505052.939400 input_c0_dispatch: '\r'
1776505052.939403 input_csi_dispatch: 'h' "?" "2004"
1776505052.939405 parameter 0: number 2004
1776505052.939408 screen_write_mode_set: BRACKETPASTE
1776505052.939412 input_csi_dispatch: 'l' "?" "2004"
1776505052.939414 parameter 0: number 2004
1776505052.939416 screen_write_mode_clear: BRACKETPASTE
1776505052.939418 input_c0_dispatch: '\r'
1776505052.939421 input_c0_dispatch: '\r'
1776505052.939423 input_c0_dispatch: '\n'
1776505052.939426 screen_write_linefeed: at 0,0 (region 0-48)
1776505052.939429 input_csi_dispatch: 'h' "?" "2004"
1776505052.939431 parameter 0: number 2004
1776505052.939433 screen_write_mode_set: BRACKETPASTE
1776505052.939437 input_csi_dispatch: 'm' "" "01;32"
1776505052.939439 parameter 0: number 1
1776505052.939441 parameter 1: number 32
1776505052.939448 screen_write_collect_end: 14 minji@cmsminji (at 0,1)
1776505052.939451 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939455 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939457 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939460 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939462 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939465 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939467 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939470 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939473 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939476 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939479 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939481 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939484 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939486 utf8_from_data: (1 1 m) -> 4100006d
1776505052.939489 input_csi_dispatch: 'm' "" "00"
1776505052.939490 parameter 0: number 0
1776505052.939494 screen_write_collect_trim: 0x5ff2b063f510 0-13 before 14-14
1776505052.939496 screen_write_collect_end: 1 : (at 14,1)
1776505052.939498 utf8_from_data: (1 1 :) -> 4100003a
1776505052.939501 input_csi_dispatch: 'm' "" "01;34"
1776505052.939502 parameter 0: number 1
1776505052.939503 parameter 1: number 34
1776505052.939506 screen_write_collect_trim: 0x5ff2b063f510 0-13 before 15-21
1776505052.939508 screen_write_collect_trim: 0x5ff2b0642150 14-14 before 15-21
1776505052.939510 screen_write_collect_end: 7 ~/Decap (at 15,1)
1776505052.939528 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939531 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939533 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939535 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939537 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939539 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939541 utf8_from_data: (1 1 ~) -> 4100007e
1776505052.939543 input_csi_dispatch: 'm' "" "00"
1776505052.939545 parameter 0: number 0
1776505052.939547 screen_write_collect_trim: 0x5ff2b063f510 0-13 before 22-23
1776505052.939549 screen_write_collect_trim: 0x5ff2b0642150 14-14 before 22-23
1776505052.939551 screen_write_collect_trim: 0x5ff2b063ebd0 15-21 before 22-23
1776505052.939554 screen_write_collect_end: 2 $  (at 22,1)
1776505052.939557 utf8_from_data: (1 1 $) -> 41000024
1776505052.939560 utf8_from_data: (1 1 $) -> 41000024
1776505052.939567 /dev/tty1: ^C
1776505052.939571 /dev/tty1: \r
1776505052.939573 /dev/tty1: \n
1776505052.939587 /dev/tty1: \033[32m
1776505052.939589 /dev/tty1: \033[1m
1776505052.939591 /dev/tty1: minji@cmsminji
1776505052.939594 /dev/tty1: \033[m\017
1776505052.939596 /dev/tty1: :
1776505052.939599 /dev/tty1: \033[34m
1776505052.939601 /dev/tty1: \033[1m
1776505052.939603 /dev/tty1: ~/Decap
1776505052.939605 /dev/tty1: \033[m\017
1776505052.939607 /dev/tty1: $ 
1776505052.939610 screen_write_collect_flush: flushed 5 items (screen_write_stop)
1776505052.939615 cmdq_next <global>: empty
1776505052.939618 cmdq_next </dev/tty1>: empty
1776505052.939623 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.939626 server_client_reset_state: cursor to 24,1
1776505052.939631 server_client_check_pane_buffer: %0 has 88 minimum (of 88) bytes used
1776505052.939634 server_client_check_pane_buffer: pane %0 is on
1776505052.939638 @0 active pane changed
1776505052.939644 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1776505052.939650 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1776505052.939655 format_replace: condition is: pane_in_mode
1776505052.939666 format_replace: condition 'pane_in_mode' found: 0
1776505052.939669 format_replace: condition 'pane_in_mode' is false
1776505052.939671 format_expand1: expanding format: #{pane_current_command}
1776505052.939674 format_expand1: found #{}: pane_current_command
1776505052.939754 format_replace: format 'pane_current_command' found: bash
1776505052.939757 format_replace: replaced 'pane_current_command' with 'bash'
1776505052.939759 format_expand1: result is: bash
1776505052.939762 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'bash'
1776505052.939764 format_expand1: found #{}: ?pane_dead,[dead],
1776505052.939766 format_replace: condition is: pane_dead
1776505052.939770 format_replace: condition 'pane_dead' found: 0
1776505052.939772 format_replace: condition 'pane_dead' is false
1776505052.939775 format_replace: replaced '?pane_dead,[dead],' with ''
1776505052.939777 format_expand1: result is: bash
1776505052.939780 @0 name not changed (still bash)
1776505052.939837 /dev/tty1: wrote 54 bytes (of 54)
1776505052.939839 cmdq_next <global>: empty
1776505052.939841 cmdq_next </dev/tty1>: empty
1776505052.939843 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.939845 server_client_reset_state: cursor to 24,1
1776505052.939848 server_client_check_pane_buffer: pane %0 is on
1776505052.939850 @0 active pane not changed
1776505052.951816 cmdq_next <global>: empty
1776505052.951856 cmdq_next </dev/tty1>: empty
1776505052.951866 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505052.951870 server_client_reset_state: cursor to 24,1
1776505052.951879 server_client_check_pane_buffer: pane %0 is on
1776505052.951885 @0 active pane not changed
1776505053.743862 /dev/tty1: read 1 bytes (already 0)
1776505053.743910 /dev/tty1: keys are 1 (\r)
1776505053.743916 /dev/tty1: next key is 1 (\r) (expired=0)
1776505053.743920 /dev/tty1: complete key \r 0xd
1776505053.743964 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b0653130]
1776505053.743968 cmdq_next <global>: empty
1776505053.743971 cmdq_next </dev/tty1>: enter
1776505053.743974 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b0653130] (1), flags 0
1776505053.743979 session $0 0 activity 1776505053.743976 (last 1776505052.933166)
1776505053.743987 cmd_find_from_client: s=$0 0
1776505053.743990 cmd_find_from_client: wl=0 1 w=@0 bash
1776505053.743992 cmd_find_from_client: wp=%0
1776505053.743995 cmd_find_from_client: idx=none
1776505053.744000 session 0 not pasting
1776505053.744004 key table root (pane %0)
1776505053.744008 key table root (pane %0)
1776505053.744009 not found in key table root
1776505053.744014 writing key 0xd (Enter) to %0
1776505053.744017 input_key: \r
1776505053.744026 unref client 0x5ff2b06614a0 (2 references)
1776505053.744029 cmdq_next </dev/tty1>: exit (empty)
1776505053.744031 cmdq_next <global>: empty
1776505053.744032 cmdq_next </dev/tty1>: empty
1776505053.744038 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505053.744042 server_client_reset_state: cursor to 24,1
1776505053.744048 server_client_check_pane_buffer: pane %0 is on
1776505053.744053 @0 active pane not changed
1776505053.744205 cmdq_next <global>: empty
1776505053.744216 cmdq_next </dev/tty1>: empty
1776505053.744220 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505053.744224 server_client_reset_state: cursor to 24,1
1776505053.744227 server_client_check_pane_buffer: pane %0 is on
1776505053.744230 @0 active pane not changed
1776505053.746407 %0 has 69 bytes
1776505053.746427 @0 alerts timer reset 0
1776505053.746436 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505053.746442 input_parse_buffer: %0 ground, 69 bytes: \r\n\033[?2004l\r\033[?2004h\033[01;32mminji@cmsminji\033[00m:\033[01;34m~/Decap\033[00m$ 
1776505053.746447 input_c0_dispatch: '\r'
1776505053.746450 input_c0_dispatch: '\n'
1776505053.746453 screen_write_linefeed: at 0,1 (region 0-48)
1776505053.746461 input_csi_dispatch: 'l' "?" "2004"
1776505053.746466 parameter 0: number 2004
1776505053.746470 screen_write_mode_clear: BRACKETPASTE
1776505053.746473 input_c0_dispatch: '\r'
1776505053.746476 input_csi_dispatch: 'h' "?" "2004"
1776505053.746477 parameter 0: number 2004
1776505053.746480 screen_write_mode_set: BRACKETPASTE
1776505053.746893 input_csi_dispatch: 'm' "" "01;32"
1776505053.746908 parameter 0: number 1
1776505053.746911 parameter 1: number 32
1776505053.746921 screen_write_collect_end: 14 minji@cmsminji (at 0,2)
1776505053.746927 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746929 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746931 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746933 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746935 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746937 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746939 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746941 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746943 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746945 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746947 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746950 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746952 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746954 utf8_from_data: (1 1 m) -> 4100006d
1776505053.746958 input_csi_dispatch: 'm' "" "00"
1776505053.746960 parameter 0: number 0
1776505053.746963 screen_write_collect_trim: 0x5ff2b05f7f70 0-13 before 14-14
1776505053.746966 screen_write_collect_end: 1 : (at 14,2)
1776505053.746968 utf8_from_data: (1 1 :) -> 4100003a
1776505053.746971 input_csi_dispatch: 'm' "" "01;34"
1776505053.746972 parameter 0: number 1
1776505053.746974 parameter 1: number 34
1776505053.746976 screen_write_collect_trim: 0x5ff2b05f7f70 0-13 before 15-21
1776505053.746978 screen_write_collect_trim: 0x5ff2b061a430 14-14 before 15-21
1776505053.746981 screen_write_collect_end: 7 ~/Decap (at 15,2)
1776505053.746983 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.746999 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747001 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747003 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747005 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747008 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747010 utf8_from_data: (1 1 ~) -> 4100007e
1776505053.747012 input_csi_dispatch: 'm' "" "00"
1776505053.747014 parameter 0: number 0
1776505053.747016 screen_write_collect_trim: 0x5ff2b05f7f70 0-13 before 22-23
1776505053.747018 screen_write_collect_trim: 0x5ff2b061a430 14-14 before 22-23
1776505053.747020 screen_write_collect_trim: 0x5ff2b0633fe0 15-21 before 22-23
1776505053.747022 screen_write_collect_end: 2 $  (at 22,2)
1776505053.747024 utf8_from_data: (1 1 $) -> 41000024
1776505053.747026 utf8_from_data: (1 1 $) -> 41000024
1776505053.747033 /dev/tty1: \r
1776505053.747035 /dev/tty1: \n
1776505053.747047 /dev/tty1: \033[32m
1776505053.747049 /dev/tty1: \033[1m
1776505053.747051 /dev/tty1: minji@cmsminji
1776505053.747053 /dev/tty1: \033[m\017
1776505053.747054 /dev/tty1: :
1776505053.747057 /dev/tty1: \033[34m
1776505053.747058 /dev/tty1: \033[1m
1776505053.747059 /dev/tty1: ~/Decap
1776505053.747061 /dev/tty1: \033[m\017
1776505053.747062 /dev/tty1: $ 
1776505053.747065 screen_write_collect_flush: flushed 4 items (screen_write_stop)
1776505053.747069 cmdq_next <global>: empty
1776505053.747071 cmdq_next </dev/tty1>: empty
1776505053.747075 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505053.747077 server_client_reset_state: cursor to 24,2
1776505053.747082 server_client_check_pane_buffer: %0 has 69 minimum (of 69) bytes used
1776505053.747084 server_client_check_pane_buffer: pane %0 is on
1776505053.747087 @0 active pane changed
1776505053.747093 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1776505053.747098 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1776505053.747103 format_replace: condition is: pane_in_mode
1776505053.747114 format_replace: condition 'pane_in_mode' found: 0
1776505053.747116 format_replace: condition 'pane_in_mode' is false
1776505053.747119 format_expand1: expanding format: #{pane_current_command}
1776505053.747121 format_expand1: found #{}: pane_current_command
1776505053.747195 format_replace: format 'pane_current_command' found: bash
1776505053.747198 format_replace: replaced 'pane_current_command' with 'bash'
1776505053.747200 format_expand1: result is: bash
1776505053.747203 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'bash'
1776505053.747205 format_expand1: found #{}: ?pane_dead,[dead],
1776505053.747208 format_replace: condition is: pane_dead
1776505053.747211 format_replace: condition 'pane_dead' found: 0
1776505053.747214 format_replace: condition 'pane_dead' is false
1776505053.747216 format_replace: replaced '?pane_dead,[dead],' with ''
1776505053.747218 format_expand1: result is: bash
1776505053.747220 @0 name not changed (still bash)
1776505053.747273 /dev/tty1: wrote 52 bytes (of 52)
1776505053.747275 cmdq_next <global>: empty
1776505053.747277 cmdq_next </dev/tty1>: empty
1776505053.747279 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505053.747281 server_client_reset_state: cursor to 24,2
1776505053.747283 server_client_check_pane_buffer: pane %0 is on
1776505053.747285 @0 active pane not changed
1776505053.759203 cmdq_next <global>: empty
1776505053.759223 cmdq_next </dev/tty1>: empty
1776505053.759229 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505053.759232 server_client_reset_state: cursor to 24,2
1776505053.759237 server_client_check_pane_buffer: pane %0 is on
1776505053.759241 @0 active pane not changed
1776505054.800901 /dev/tty1: read 1 bytes (already 0)
1776505054.800950 /dev/tty1: keys are 1 (\177)
1776505054.800955 /dev/tty1: next key is 1 (\177) (expired=0)
1776505054.800960 /dev/tty1: complete key \177 0x7f
1776505054.800975 cmdq_append </dev/tty1>: [server_client_key_callback/0x5ff2b065e4b0]
1776505054.801008 cmdq_next <global>: empty
1776505054.801011 cmdq_next </dev/tty1>: enter
1776505054.801014 cmdq_next </dev/tty1>: [server_client_key_callback/0x5ff2b065e4b0] (1), flags 0
1776505054.801019 session $0 0 activity 1776505054.801016 (last 1776505053.743976)
1776505054.801028 cmd_find_from_client: s=$0 0
1776505054.801030 cmd_find_from_client: wl=0 1 w=@0 bash
1776505054.801032 cmd_find_from_client: wp=%0
1776505054.801034 cmd_find_from_client: idx=none
1776505054.801040 session 0 not pasting
1776505054.801044 key table root (pane %0)
1776505054.801048 key table root (pane %0)
1776505054.801050 not found in key table root
1776505054.801055 writing key 0x10e194 (BSpace) to %0
1776505054.801059 input_key: \177
1776505054.801071 unref client 0x5ff2b06614a0 (2 references)
1776505054.801074 cmdq_next </dev/tty1>: exit (empty)
1776505054.801075 cmdq_next <global>: empty
1776505054.801077 cmdq_next </dev/tty1>: empty
1776505054.801082 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505054.801086 server_client_reset_state: cursor to 24,2
1776505054.801092 server_client_check_pane_buffer: pane %0 is on
1776505054.801097 @0 active pane not changed
1776505054.801254 cmdq_next <global>: empty
1776505054.801265 cmdq_next </dev/tty1>: empty
1776505054.801270 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505054.801273 server_client_reset_state: cursor to 24,2
1776505054.801277 server_client_check_pane_buffer: pane %0 is on
1776505054.801280 @0 active pane not changed
1776505054.803798 %0 has 1 bytes
1776505054.803853 @0 alerts timer reset 0
1776505054.803862 screen_write_start_pane: size 160x49, pane %0 (at 0,0)
1776505054.803868 input_parse_buffer: %0 ground, 1 bytes: \a
1776505054.803872 input_c0_dispatch: '\a'
1776505054.803874 @0 alerts timer reset 0
1776505054.803877 @0 alerts flags added 0x1
1776505054.803881 window_add_ref: @0 alerts_queue, now 2
1776505054.803882 alerts check queued (by @0)
1776505054.803890 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1776505054.803902 cmd_find_from_winlink: s=$0 0
1776505054.803905 cmd_find_from_winlink: wl=0 1 w=@0 bash
1776505054.803906 cmd_find_from_winlink: wp=%0
1776505054.803909 cmd_find_from_winlink: idx=none
1776505054.803922 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1776505054.803927 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1776505054.803931 notify_add: config_files=
1776505054.803937 notify_add: host=cmsminji
1776505054.803940 notify_add: host_short=cmsminji
1776505054.803944 notify_add: next_session_id=$1
1776505054.803948 notify_add: pane_format=0
1776505054.803956 notify_add: pid=1757
1776505054.803959 notify_add: server_sessions=1
1776505054.803962 notify_add: session_format=0
1776505054.803966 notify_add: socket_path=/tmp/tmux-1000/default
1776505054.803969 notify_add: start_time=1776505047
1776505054.804069 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1776505054.804074 notify_add: uid=1000
1776505054.804163 notify_add: user=minji
1776505054.804166 notify_add: version=3.4
1776505054.804171 notify_add: window_format=0
1776505054.804174 notify_add: hook=alert-bell
1776505054.804177 notify_add: hook_session=$0
1776505054.804179 notify_add: hook_session_name=0
1776505054.804182 notify_add: hook_window=@0
1776505054.804184 notify_add: hook_window_name=bash
1776505054.804187 session_add_ref: 0 notify_add, now 2
1776505054.804189 window_add_ref: @0 notify_add, now 3
1776505054.804192 session_add_ref: 0 notify_add, now 3
1776505054.804229 cmdq_append <global>: [notify_callback/0x5ff2b0638a20]
1776505054.804238 /dev/tty1: \a
1776505054.804244 @0 alerts check, alerts 0x1
1776505054.804247 window_remove_ref: @0 alerts_callback, now 2
1776505054.804254 cmdq_next <global>: enter
1776505054.804257 cmdq_next <global>: [notify_callback/0x5ff2b0638a20] (1), flags 0
1776505054.804260 notify_callback: alert-bell
1776505054.804264 notify_insert_hook: inserting hook alert-bell
1776505054.804275 session_remove_ref: 0 notify_callback, now 2
1776505054.804278 window_remove_ref: @0 notify_callback, now 1
1776505054.804280 session_remove_ref: 0 notify_callback, now 1
1776505054.804285 cmdq_next <global>: exit (empty)
1776505054.804288 cmdq_next </dev/tty1>: empty
1776505054.804290 cmdq_next <global>: empty
1776505054.804293 cmdq_next </dev/tty1>: empty
1776505054.804300 server_client_reset_state: client /dev/tty1 mode CURSOR,WRAP,BRACKETPASTE
1776505054.804305 server_client_reset_state: cursor to 24,2
1776505054.804312 server_client_check_pane_buffer: %0 has 1 minimum (of 1) bytes used
1776505054.804317 server_client_check_pane_buffer: pane %0 is on
1776505054.804323 @0 active pane changed
1776505054.804330 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1776505054.804335 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
